,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1_DikeIncrease,A.2_DikeIncrease,A.3_DikeIncrease,A.4_DikeIncrease,A.5_DikeIncrease,A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.1_Expected Number of Deaths,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.2_Expected Number of Deaths,A.3_Expected Annual Damage,A.3_Dike Investment Costs,A.3_Expected Number of Deaths,A.4_Expected Annual Damage,A.4_Dike Investment Costs,A.4_Expected Number of Deaths,A.5_Expected Annual Damage,A.5_Dike Investment Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
69,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,3,9,4,6,4,5,0,0,3,8,5,6,7,1,7,6,7,4,1,4,1,0.0,243982540.3182853,0.0,0.0,121314835.77466118,0.0,15037351.269241443,65437350.27960723,0.0015185460778460612,0.0,46596583.414509594,0.0,18774658.065115165,123434666.40105549,0.000978713347526816,958900000.0,880.2779608763186
70,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,4,5,5,2,0,1,4,5,6,0,10,6,2,5,7,5,2,3,4,2,1,0.0,169951219.49086463,0.0,41156312.89118672,93427003.66768599,0.0022338536449322474,0.0,65941184.48239788,0.0,0.0,50548799.92278901,0.0,0.0,143845340.79937303,0.0,538900000.0,1234.3095735105105
71,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,5,1,2,6,2,1,0,7,7,1,4,6,1,7,5,6,5,2,0.0,88511693.9986257,0.0,8003648.751559284,155576223.39273092,0.0013046168959303765,0.0,43878096.290305056,0.0,0.0,42422238.37366619,0.0,0.0,114479718.26030803,0.0,946900000.0,99.7229294066891
72,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,3,6,3,3,3,3,2,5,5,7,7,0,0,0,9,4,1,2,10,1,0.0,166672954.0019974,0.0,0.0,159288152.54443237,0.0,1867882.7071147964,89402604.69789341,0.0016042973724576307,0.0,32304948.475029543,0.0,58709142.54079896,53114002.716882035,0.025226970787607807,877900000.0,0.0
73,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,3,1,6,7,4,4,0,1,2,5,1,7,0,0,2,1,4,10,8,7,1,0.0,181693838.44953766,0.0,0.0,114392792.32657647,0.0,0.0,75077222.04581898,0.0,0.0,21069784.935395602,0.0,29626848.01955231,54355764.74753119,0.0015288549357847124,1592300000.0,891.4168218859097
74,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,4,7,3,4,1,0,5,1,3,5,0,9,2,1,3,0,0,2,5,2,1,0.0,188600100.190013,0.0,11714193.017522778,99685318.93337613,0.0006364788743054128,0.0,78265241.8355712,0.0,804675.5755210303,28065135.255597908,2.1746809132296502e-05,0.0,56425877.743436806,0.0,1068100000.0,383.98579309362833
75,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,2,1,0,5,3,0,2,3,7,5,3,2,9,9,3,0,8,6,5,7,1,0.0,88511693.9986257,0.0,7008029.697581118,95202239.80249318,0.0004941429772216993,1908653.9671892289,102347696.85823739,0.00025005788380790765,0.0,38026391.42765199,0.0,0.0,94182724.21680857,0.0,1153600000.0,174.71061290563028
76,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,3,4,4,4,7,0,0,7,2,5,1,0,6,7,6,6,8,1,1,1,2,0.0,165182777.12057793,0.0,0.0,73315450.27094865,0.0,0.0,101234617.08095992,0.0,3231864.3614923023,19337348.34775413,9.735741660727657e-05,0.0,157479659.76075485,0.0,1571300000.0,104.12212016349534
77,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,4,7,4,7,1,4,2,0,5,2,2,9,8,0,4,8,5,0,0,1,0.0,195032192.36459595,0.0,0.0,191515724.13757014,0.0,0.0,52967973.44432734,0.0,0.0,35927919.649467245,0.0,0.0,92134101.91956422,0.0,1792200000.0,0.0
78,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,3,4,4,7,0,1,5,1,0,6,0,1,1,1,0,0,2,2,6,5,1,0.0,191731460.2888721,0.0,23750672.657356806,99685318.93337613,0.0012832591019923713,0.0,52771009.1301844,0.0,572048.8944467076,12857587.774250694,1.5443786315749052e-05,7192532.437566084,25037214.086173728,0.0003751691664032925,900600000.0,845.8809738533736
79,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,3,7,7,7,10,2,7,4,5,4,2,1,3,0,7,1,3,2,22024422.30986318,124806693.77081512,0.0027163526181141796,0.0,283422581.3384405,0.0,0.0,126451514.35854661,0.0,0.0,35474804.544331506,0.0,2577723.416968884,87926234.28472883,0.00040912081097664886,377300000.0,126.24878399484737
80,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,3,0,1,5,2,2,2,9,3,10,0,6,1,0,0,6,3,6,5,2,2,0.0,88511693.9986257,0.0,3416868.3203263446,137590968.2071998,0.00018841437726368717,0.0,139523939.03908652,0.0,9930837.528721666,20319063.206658736,0.00028692908630162026,96166297.6945622,40273672.383724004,0.004970142558257885,787400000.0,3307.8434303950635
81,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,2,0,4,7,1,2,1,5,7,1,7,7,3,6,6,7,7,7,5,0,0.0,88429031.37443781,0.0,0.0,177725050.68724,0.0,6403651.74313012,91946991.35092777,0.005447748012673118,4643219.629732198,39729636.51553115,0.001209477179384643,0.0,129390840.32984099,0.0,704500000.0,0.0
82,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,3,4,2,1,1,6,2,1,5,2,5,10,10,1,0,0,8,2,4,3,2,0.0,130459909.52246656,0.0,16035153.427988525,160719265.89464295,0.000878945995096443,9338272.323948525,77200940.92981233,0.0009560247505142876,0.0,68924945.88809776,0.0,71347795.9575428,25037214.086173728,0.003734499329575152,1827400000.0,2728.527450275252
83,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,2,6,4,4,4,5,10,1,3,0,0,2,8,0,9,4,9,5,0,2,0.0,164796878.60324055,0.0,0.0,192124581.04450518,0.0,0.0,107638924.77947369,0.0,8990839.6824848,7332080.219521779,0.0022498461539195214,0.0,117957714.22171766,0.0,1157100000.0,0.0
84,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,3,5,4,5,3,6,3,10,0,0,0,2,2,4,1,4,8,6,0,0,0.0,164592029.08386078,0.0,0.0,202417963.6296518,0.0,0.0,73102294.87068942,0.0,1656883.786496675,7332080.219521779,0.00038239058199941874,0.0,93904858.83178098,0.0,1756200000.0,0.0
85,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,6,8,7,3,0,0,2,10,8,7,3,2,0,5,3,7,0,5,2,1,0.0,263124082.52035663,0.0,3017453.8671185295,47842699.56310011,0.0014132670314624348,1877291.4594396655,125257214.53155646,0.001618779338518035,0.0,35216646.05860828,0.0,51227633.72602019,72580607.18485624,0.022175313298808588,928200000.0,0.0
86,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,6,3,3,8,3,4,2,5,1,0,0,7,1,7,5,6,6,0,6,2,0.0,169679724.6727088,0.0,0.0,221092645.73652118,0.0,0.0,78649856.22610931,0.0,8693882.864553668,14261651.781499248,0.0007813185472683288,0.0,118728379.73363557,0.0,606200000.0,136.418814717143
87,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,5,0,5,7,0,9,6,6,6,0,5,7,2,0,1,4,5,6,7,1,0.0,117818559.7239252,0.0,0.0,187169896.6435016,0.0,0.0,116802420.6988585,0.0,10123679.454430997,27939401.706900492,0.00029663860983383827,66236038.147373915,54355764.74753119,0.003502602027982445,317500000.0,2285.948640052155
88,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,3,6,1,4,5,2,1,0,0,7,1,4,7,7,0,6,6,5,0,0.0,145883058.26646656,0.0,15829346.626423521,163705389.46681228,0.0071426500082588645,0.0,43878096.290305056,0.0,4104004.1657118862,22258486.725668453,0.0009832329287467485,0.0,147882771.10991183,0.0,910300000.0,0.0
89,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,2,4,1,3,0,0,2,4,8,1,6,4,2,1,0,8,0,2,5,3,1,0.0,135274189.70659953,0.0,32482282.81781304,42818415.6714978,0.0021892992870965913,0.0,99431919.51973677,0.0,0.0,34707224.28613159,0.0,0.0,75156961.93789655,0.0,1459100000.0,673.4716883759656
90,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,2,5,4,1,0,2,5,2,2,10,7,4,1,5,7,9,4,7,5,2,0.0,155514698.52491033,0.0,31658693.252847042,82526679.5239558,0.014285300016517729,0.0,83067397.09386957,0.0,0.0,57505503.63725928,0.0,2033169.9186632156,117031676.7145712,0.0008825018883532858,1215000000.0,0.0
91,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,3,1,5,5,2,6,3,4,10,0,0,6,0,1,1,6,8,5,5,2,0.0,140190343.52228683,0.0,0.0,193619314.78877616,0.0,1899245.2148643597,109340786.88558531,0.0005949254133572327,8152172.356986034,12586457.998778107,0.0006994937433280429,15405100.024671072,50929971.20054293,0.002370455607535985,885500000.0,377.36138231307086
92,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,6,5,2,3,0,1,4,10,9,1,1,1,4,7,10,0,9,3,10,2,0.0,180659118.0167573,0.0,0.0,90143923.5488522,0.0,0.0,141978983.73517856,0.0,2564005.464309657,19617742.85964441,0.0006585547369433886,0.0,168118513.68649817,0.0,473000000.0,0.0
93,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,2,4,6,0,5,3,4,9,0,4,2,8,3,1,0,6,2,1,2,0.0,131830879.86908723,0.0,0.0,138724961.8150669,0.0,0.0,104778652.74337348,0.0,9998652.75575877,18081997.288140487,0.0024195296605943398,0.0,124408184.63946766,0.0,382500000.0,0.0
94,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,3,7,10,8,4,6,2,4,2,9,5,7,3,3,5,1,5,9,5,7,2,0.0,323544324.38570845,0.0,0.0,188821762.91688135,0.0,0.0,101439475.21959585,0.0,0.0,40590823.932810694,0.0,16506348.075703688,103676488.2943315,0.0008761131284433189,479100000.0,485.02953819614277
95,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,3,5,2,0,1,3,1,7,2,6,1,0,6,6,2,6,7,1,6,2,1,0.0,98043050.03325048,0.0,16117476.148614526,131469340.4991319,0.0008876771927385943,0.0,104753225.25215748,0.0,5786604.803116022,19337348.34775413,0.00017543304247287278,0.0,126705544.87003101,0.0,1280900000.0,597.9083826868955
96,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,10,5,4,1,3,7,3,7,7,6,0,1,1,4,4,4,0,6,0,0,0.0,249837278.63951227,0.0,8003648.751559284,171584544.95486164,0.003623935822028825,0.0,109936542.7317845,0.0,0.0,20319063.206658736,0.0,0.0,99037868.40833265,0.0,995500000.0,0.0
97,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,3,8,10,1,7,2,7,2,0,0,5,9,10,6,7,10,8,5,7,3,1,0.0,260597532.56732112,0.0,0.0,226690981.82178843,0.0,0.0,22167818.198803753,0.0,0.0,65159940.11498707,0.0,0.0,184380857.61210778,0.0,1128100000.0,0.0
98,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,2,0,0,5,3,2,2,2,0,5,0,6,1,0,0,0,1,6,5,3,2,0.0,53972506.18695759,0.0,3504014.848790559,145853711.31024387,0.00024707148861084966,61641751.48594407,52967973.44432734,0.007984774200765984,4104004.1657118862,20319063.206658736,0.0001474849393120123,140560408.16479853,0.0,0.009060967679502815,897500000.0,4616.218467626902
99,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,3,4,4,4,3,2,5,1,0,2,0,0,1,5,0,5,2,9,5,3,2,0.0,165182777.12057793,0.0,0.0,165480625.60161948,0.0,0.0,43224599.14167526,0.0,9112313.567515824,6320800.309666242,0.0002627390306057215,0.0,80062858.44864091,0.0,1297900000.0,303.82662401674975
100,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,3,1,3,5,3,4,5,1,3,5,0,0,1,3,8,0,6,6,5,6,1,0.0,138168009.3635082,0.0,0.0,182023629.8101266,0.0,6403651.74313012,78265241.8355712,0.0006537297615207742,24890578.538594194,6320800.309666242,0.0007384144811938336,0.0,83955065.4233552,0.0,837700000.0,946.6489626561223
101,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,2,7,4,5,1,3,10,0,5,1,1,1,0,4,9,5,7,5,2,2,0,0.0,206781014.31771147,0.0,16117476.148614526,201564799.74794027,0.001109596490923243,47981520.391685985,52811167.63503672,0.0061006334778229265,7772234.253712881,12857587.774250694,0.0003034073488108933,0.0,150897779.3591438,0.0,673800000.0,1343.6229014187857
102,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,10,5,2,0,1,1,1,8,5,0,1,2,4,6,1,2,9,1,1,1,0.0,232302797.26086518,0.0,59776684.37224069,77797112.44472042,0.009719852861159013,0.0,97825566.28048185,0.0,4118485.8640584345,13903423.98391871,0.00037238024740611617,0.0,114479718.26030803,0.0,456000000.0,809.667673335481
103,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,3,5,7,0,1,4,0,4,6,10,1,0,6,10,10,2,3,6,7,2,0.0,191140712.25215495,0.0,23750672.657356806,93427003.66768599,0.0038497773059771134,9132720.126429837,62318902.73577461,0.002754175198372336,0.0,29229280.98454815,0.0,0.0,211036732.54621977,0.0,1080100000.0,391.1272544527616
104,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,4,6,7,5,1,4,0,0,4,1,8,10,7,8,4,1,3,3,7,7,0,0.0,227611503.21716845,0.0,16240960.229553534,93427003.66768599,0.0009007739892018223,54245288.03803459,49622725.1402255,0.005534706462735018,0.0,68891109.87556869,0.0,0.0,129604951.32527661,0.0,1069000000.0,1816.8575925523392
105,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,3,6,3,7,4,4,7,3,3,7,5,6,7,1,0,0,0,4,1,3,1,0.0,204654034.25669515,0.0,0.0,210318246.2323718,0.0,0.0,92827637.84263022,0.0,0.0,46596583.414509594,0.0,21577597.312698252,25037214.086173728,0.0011255074992098776,831600000.0,643.4880944362117
106,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,4,5,1,6,3,1,0,4,5,1,1,8,0,1,1,6,1,4,10,1,0.0,153823961.45335865,0.0,0.0,176323444.558819,0.0,54621363.993905395,59344433.82549998,0.016812507796652946,961496.6794540184,30086224.987827387,8.726035541918385e-05,71518144.77549398,50929971.20054293,0.011171316439717622,897500000.0,1605.2265180395807
107,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4,2,2,2,5,2,2,6,5,6,1,2,0,2,5,0,6,3,5,1,0.0,136038794.21624202,0.0,16240960.229553534,160530299.5620497,0.007506449910015187,30820875.742972035,93428759.9880324,0.026615914002553274,0.0,29595330.837397985,0.0,58671001.218663916,66804278.02330021,0.025249863443517786,679700000.0,0.0
108,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,6,6,1,7,7,10,0,7,4,10,0,9,6,0,1,6,9,0,5,2,0.0,183927748.79206374,0.0,0.0,325375121.84417033,0.0,6305723.10971337,67626108.28683192,0.0019069257993790147,0.0,45774057.95190113,0.0,0.0,70903162.7249229,0.0,1420800000.0,65.19859943395687
109,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,7,4,1,0,2,0,6,5,4,0,5,5,7,8,2,1,3,1,1,0.0,165766213.13166678,0.0,35985935.30789763,82526679.5239558,0.005997615507876973,54337522.95915393,66629563.55863415,0.016655227915924865,0.0,22356212.824753046,0.0,0.0,161485876.5756334,0.0,461900000.0,999.42313504707
110,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,3,7,7,10,7,3,10,6,6,4,0,4,0,3,0,4,1,4,2,9,1,0.0,306577923.29561055,0.0,0.0,273113977.2303904,0.0,0.0,109326246.96952954,0.0,4398954.778632901,9695195.36216505,0.00013283861168059802,2577723.416968884,67268466.33257627,0.00013637360365888296,710400000.0,217.39820297957675
111,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,6,3,4,3,0,0,2,3,2,1,7,2,1,2,7,6,6,1,7,2,0.0,177198159.8683943,0.0,10512044.546371676,47842699.56310011,0.0017789147179981175,30820875.742972035,74270964.09218411,0.00958172904091918,1598188.0784210665,30663030.56823361,0.00014335589686740555,2033169.9186632156,102438290.44872525,0.00031770067980718285,897500000.0,493.6659626367756
112,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,5,3,7,3,0,8,4,2,4,7,5,4,0,1,3,7,0,1,3,2,0.0,193153300.7611414,0.0,7008029.697581118,137740019.71608213,0.0004941429772216993,0.0,84060844.89129023,0.0,0.0,42775327.947975025,0.0,79262101.50842962,56425877.743436806,0.005150291237416511,423600000.0,2051.346034522504
113,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,2,0,3,1,6,3,4,2,6,3,5,0,1,0,0,3,1,2,1,0.0,90462322.17815001,0.0,3504014.848790559,165689632.8358199,0.0005929715726660391,4312883.397588052,81447509.43607973,0.0013541310577338712,0.0,37905187.80764773,0.0,121375638.96339668,25037214.086173728,0.01898518883087743,546500000.0,1841.631336475768
114,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,7,1,0,1,0,7,4,5,6,6,6,5,6,2,6,4,5,7,1,2,0.0,109503342.08350585,0.0,32234952.29722905,114065823.89018795,0.005326063156431566,0.0,101830221.10162406,0.0,0.0,44549801.360820435,0.0,0.0,126705544.87003101,0.0,891600000.0,399.95347244665436
115,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,2,3,4,5,6,0,2,3,3,5,1,1,5,8,3,7,1,1,6,1,1,0.0,163497939.05673763,0.0,0.0,118427379.06875929,0.0,0.0,86193162.96060148,0.0,938564.1665228312,24695742.681543775,3.5610066093805646e-05,0.0,152130331.3783059,0.0,916200000.0,24.188834567599947
116,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,8,4,4,0,5,1,1,7,8,1,6,7,6,7,10,5,2,0.0,0.0,0.0,0.0,230948189.73847336,0.0,10962967.824245157,52811167.63503672,0.0033108682213301007,259509.34116297224,42146585.86496392,2.2969666057438346e-05,0.0,122599016.390075,0.0,1080100000.0,117.62812648175567
117,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,7,5,3,0,6,0,1,5,0,2,6,6,5,9,8,6,5,6,1,0.0,173779544.91347647,0.0,2021683.3111198838,120892243.43187523,0.0009510582984942384,78380368.5118252,50081750.628976494,0.06663721828805629,3874289.5650392976,20793414.8415654,0.000931929590525665,0.0,162006626.39002892,0.0,929900000.0,0.0
118,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,5,6,5,4,0,0,4,0,5,6,2,2,0,0,4,4,0,1,2,0,0.0,203903855.00021702,0.0,0.0,53358573.6002109,0.0,0.0,59344433.82549998,0.0,0.0,31149466.780654177,0.0,212188443.97698572,33377116.55719709,0.03322860152615112,814600000.0,3066.158417219224
119,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,3,4,5,3,3,2,1,4,4,10,0,0,1,5,0,1,1,9,5,1,2,0.0,166809149.72620058,0.0,0.0,140443794.73792514,0.0,0.0,114455534.74719302,0.0,10960931.510932192,6320800.309666242,0.00032992406147508326,0.0,66294113.011456475,0.0,908600000.0,353.3636515984657
120,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,3,1,2,1,1,5,0,6,1,3,0,7,0,7,8,4,1,0.0,47847947.961454235,0.0,1010841.6555599419,139121779.80099735,0.0004755291492471192,36984464.68353098,72092374.52729654,0.031694156980003815,9828728.84150998,20319063.206658736,0.002348232913357083,6753261.723551975,79232000.72221279,0.002980454976375872,807000000.0,0.0
121,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,3,6,0,0,0,0,2,9,5,10,0,3,2,6,0,1,8,5,2,6,1,0.0,60717312.84309486,0.0,56235995.66398408,42818415.6714978,0.003042540518669529,0.0,150348309.4904164,0.0,2505816.0872908183,16563094.679399516,7.020265249380798e-05,0.0,70903162.7249229,0.0,625800000.0,1532.3832613772502
122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,5,0,3,6,0,5,7,4,3,2,0,7,6,2,6,0,10,0,0.0,136422954.7271911,0.0,51678226.13017079,120892243.43187523,0.00837621345463845,71795807.7192548,69280335.38441503,0.02176328931413281,0.0,28640895.65434783,0.0,0.0,95146224.41557565,0.0,340700000.0,1385.5784468785557
123,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,2,0,0,2,7,2,1,5,6,0,0,5,1,2,9,7,5,10,2,1,0.0,37255203.23710208,0.0,5993676.737587691,179167675.14217934,0.0027727101583160025,15296271.418671975,88493738.80547373,0.013053080941250943,8125312.009807171,11068771.68625446,0.0019317681001718469,2033169.9186632156,112304845.74412408,0.0008825018883532858,1402100000.0,0.0
124,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,4,5,7,10,4,5,2,7,0,7,0,4,1,0,0,5,2,4,1,2,0,0.0,276914847.37305343,0.0,0.0,179252535.04636943,0.0,0.0,77517373.55736606,0.0,4398954.778632901,16925244.491970196,0.00013283861168059802,96166297.6945622,36676675.840294495,0.004970142558257885,795000000.0,3536.486209229636
125,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,4,2,3,5,3,8,5,1,3,6,2,0,6,0,7,0,6,6,10,1,0,0.0,146332417.8631447,0.0,0.0,223715685.04452264,0.0,6403651.74313012,81239710.74584582,0.0006537297615207742,2880635.8749920786,20793414.8415654,9.303186062170011e-05,102876507.07200816,44193513.54513965,0.0053619742486181775,1055500000.0,3840.8273170527104
126,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,2,2,0,5,1,1,9,5,0,1,2,7,1,2,0,9,2,1,1,0.0,136038794.21624202,0.0,37635180.32407708,104651657.86617124,0.006048988438052659,0.0,102594705.98687054,0.0,4711034.8567693075,13903423.98391871,0.000445655203487573,0.0,111952814.85055783,0.0,371400000.0,541.719334448263
127,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,4,4,6,3,0,5,0,2,2,7,1,0,2,0,5,6,6,5,1,0,0.0,182020969.65964568,0.0,2011635.911412353,113553565.23269883,0.00014132670314624348,34548822.482879706,45876507.22344398,0.004421558063863214,0.0,22258486.725668453,0.0,8659885.07671169,66804278.02330021,0.0005685686337847263,369700000.0,831.510563438964
128,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,3,6,4,5,4,5,2,0,0,5,0,3,4,4,1,6,10,8,6,4,1,0.0,194778344.05993843,0.0,0.0,179252535.04636943,0.0,60511098.08600843,28798397.130608946,0.00617898294619466,3825450.3052354716,19176830.963968083,0.00010937251120862144,0.0,109657142.11399584,0.0,1012800000.0,1401.890490950369
129,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,7,9,0,1,0,5,1,5,1,6,5,6,9,3,5,7,5,5,2,0,0.0,176012213.0647474,0.0,32070306.85597705,99685318.93337613,0.005273675970578658,28378257.583564546,74915058.04785539,0.008685713857425496,0.0,44342098.30316543,0.0,0.0,149073264.0501815,0.0,1097400000.0,688.3452272332512
130,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,6,7,3,8,0,5,2,10,0,1,0,6,1,0,5,5,5,1,1,2,0.0,209532275.56374696,0.0,0.0,159009199.8289076,0.0,4241880.103514778,69456196.27730663,0.0013147872411045244,9272527.981269527,19337348.34775413,0.0008687222851778565,4066339.837326431,62967163.32200457,0.0006354013596143657,321100000.0,242.13491853680802
131,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,3,1,4,5,4,5,2,1,2,5,5,3,2,4,1,6,9,10,6,4,1,0.0,146023907.9151004,0.0,0.0,179252535.04636943,0.0,0.0,75077222.04581898,0.0,0.0,30661862.76814211,0.0,2946741.396025391,109657142.11399584,0.00015702396042162702,868400000.0,86.29282445844012
132,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,3,7,4,4,0,7,8,0,0,5,6,7,7,0,2,7,5,7,8,7,2,0.0,197917825.35986206,0.0,37734121.6411299,176144524.04344413,0.0020268232554019423,67693834.8431809,28798397.130608946,0.00688591790692146,0.0,52106993.465831816,0.0,0.0,74843606.29614219,0.0,1359400000.0,2403.4564998605715
133,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,7,1,5,4,5,2,1,10,1,4,2,10,6,3,7,9,4,10,0,0.0,109503342.08350585,0.0,0.0,202917863.58331275,0.0,0.0,92782358.70963308,0.0,0.0,25020674.91684363,0.0,0.0,166491725.83704364,0.0,1985200000.0,0.0
134,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,3,7,4,6,8,0,4,0,2,0,1,7,8,0,0,9,4,5,7,9,2,0.0,216541799.28805792,0.0,0.0,151091418.57393533,0.0,116263115.47984946,22167818.198803753,0.011991988626163769,661365.7749706464,42146585.86496392,1.9384948277410195e-05,65961466.51853129,53114002.716882035,0.003383802039251563,897500000.0,4437.329520404019
135,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,3,4,1,6,0,1,1,2,2,5,5,1,3,0,0,0,2,2,1,4,2,0.0,157070751.6108724,0.0,47149989.62877441,77797112.44472042,0.0025665788639301678,0.0,78817561.50663751,0.0,0.0,28887426.50547571,0.0,108152058.25215329,0.0,0.005567260580996146,1184300000.0,4471.656685808605
136,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,8,4,1,1,2,1,1,9,1,3,9,5,4,5,6,2,8,1,1,1,0.0,187834420.29584754,0.0,17128317.804174468,124827903.5097079,0.001180925863310311,28619543.011493314,90701570.38277784,0.0036747554759021875,0.0,45087357.89096914,0.0,0.0,129824143.1807656,0.0,115300000.0,834.5035011807549
137,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,3,5,0,0,6,2,1,7,0,6,5,1,6,3,7,0,5,2,2,0.0,138168009.3635082,0.0,75468243.2822598,66045103.44010488,0.033780387590032365,0.0,81729039.74031684,0.0,0.0,26127534.665142894,0.0,0.0,105086662.90066904,0.0,800900000.0,0.0
138,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,4,9,2,6,2,1,0,4,1,1,0,0,9,1,7,7,5,5,3,0,0.0,203039220.22186697,0.0,0.0,168467045.59671876,0.0,72987441.56239867,49622725.1402255,0.062287746073678346,8901936.249977933,6320800.309666242,0.00225762442471902,0.0,148833624.31739902,0.0,1032400000.0,0.0
139,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,4,7,7,1,5,1,4,1,0,5,5,0,6,4,8,4,3,2,44048844.61972636,82177854.37813279,0.005432705236228359,0.0,227287810.2552685,0.0,0.0,85111968.19066577,0.0,3000440.7096335455,17767801.395336673,0.0002687375796372426,0.0,84317877.34823732,0.0,334500000.0,226.0512558678571
